algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,scale
Greedy Search,101704,46875,False,0.87,200,76.57,739.12,1.70
Greedy Search,101704,54688,True,1.00,161,70.08,862.32,1.70
Greedy Search,101704,50782,False,0.91,200,82.23,800.73,1.70
Greedy Search,101704,52735,False,0.96,200,83.77,831.53,1.70
Greedy Search,101704,53712,False,0.94,200,84.49,846.93,1.70
Greedy Search,101704,54200,True,1.00,78,34.62,854.63,1.70
Greedy Search,101704,53956,False,0.94,200,83.81,850.78,1.70
Greedy Search,101704,54078,False,0.94,200,83.45,852.70,1.70
Greedy Search,101704,54139,True,1.00,199,82.26,853.66,1.70
Greedy Search,101704,54109,False,0.95,200,82.94,853.19,1.70
Greedy Search,101704,54124,True,1.00,100,43.06,853.43,1.70
Greedy Search,101704,54117,False,0.95,200,83.06,853.32,1.70
Greedy Search,101704,54121,True,1.00,91,39.40,853.38,1.70
Greedy Search,101704,54119,False,0.95,200,83.67,853.35,1.70
Greedy Search,101704,54120,True,1.00,163,68.64,853.36,1.70
Greedy Search,101800,1000000,True,1.00,73,654.38,15553.00,1.80
Greedy Search,101800,500000,True,1.00,82,352.06,7776.50,1.80
Greedy Search,101800,250000,True,1.00,77,167.97,3888.25,1.80
Greedy Search,101800,125000,True,1.00,88,95.32,1944.12,1.80
Greedy Search,101800,62500,False,0.95,200,104.33,972.06,1.80
Greedy Search,101800,93750,True,1.00,70,58.05,1458.09,1.80
Greedy Search,101800,78125,True,1.00,78,53.36,1215.08,1.80
Greedy Search,101800,70313,True,1.00,75,46.12,1093.58,1.80
Greedy Search,101800,66407,True,1.00,89,51.31,1032.83,1.80
Greedy Search,101800,64454,False,0.95,200,107.32,1002.45,1.80
Greedy Search,101800,65431,False,0.96,200,109.34,1017.65,1.80
Greedy Search,101800,65919,True,1.00,79,45.51,1025.24,1.80
Greedy Search,101800,65675,True,1.00,124,68.67,1021.44,1.80
Greedy Search,101800,65553,True,1.00,73,41.88,1019.55,1.80
Greedy Search,101800,65492,False,0.96,200,107.19,1018.60,1.80
Greedy Search,101800,65523,False,0.95,200,106.26,1019.08,1.80
Greedy Search,101800,65538,True,1.00,70,39.91,1019.31,1.80
Greedy Search,101800,65531,True,1.00,98,54.07,1019.20,1.80
Greedy Search,101800,65527,False,0.96,200,106.53,1019.14,1.80
Greedy Search,101800,65529,True,1.00,73,41.45,1019.17,1.80
Greedy Search,101800,65528,True,1.00,65,37.30,1019.16,1.80
Greedy Search,101801,1000000,True,1.00,83,740.84,15583.00,1.80
Greedy Search,101801,500000,True,1.00,83,355.28,7791.50,1.80
Greedy Search,101801,250000,True,1.00,81,173.27,3895.75,1.80
Greedy Search,101801,125000,True,1.00,75,81.41,1947.88,1.80
Greedy Search,101801,62500,False,0.93,200,104.83,973.94,1.80
Greedy Search,101801,93750,True,1.00,74,60.16,1460.91,1.80
Greedy Search,101801,78125,True,1.00,70,48.02,1217.42,1.80
Greedy Search,101801,70313,False,0.96,200,116.22,1095.69,1.80
Greedy Search,101801,74219,False,0.96,200,121.85,1156.55,1.80
Greedy Search,101801,76172,True,1.00,75,49.88,1186.99,1.80
Greedy Search,101801,75196,True,1.00,71,46.88,1171.78,1.80
Greedy Search,101801,74708,True,1.00,110,69.67,1164.17,1.80
Greedy Search,101801,74464,True,1.00,77,49.97,1160.37,1.80
Greedy Search,101801,74342,True,1.00,99,62.80,1158.47,1.80
Greedy Search,101801,74281,True,1.00,75,48.67,1157.52,1.80
Greedy Search,101801,74250,True,1.00,103,64.85,1157.04,1.80
Greedy Search,101801,74235,False,0.95,200,122.15,1156.80,1.80
Greedy Search,101801,74243,True,1.00,71,46.14,1156.93,1.80
Greedy Search,101801,74239,True,1.00,92,58.61,1156.87,1.80
Greedy Search,101801,74237,True,1.00,73,47.38,1156.84,1.80
Greedy Search,101801,74236,True,1.00,78,50.42,1156.82,1.80
Greedy Search,101802,1000000,True,1.00,86,758.05,15592.00,1.80
Greedy Search,101802,500000,True,1.00,74,328.24,7796.00,1.80
Greedy Search,101802,250000,True,1.00,87,187.67,3898.00,1.80
Greedy Search,101802,125000,True,1.00,65,71.50,1949.00,1.80
Greedy Search,101802,62500,False,0.92,200,104.78,974.50,1.80
Greedy Search,101802,93750,True,1.00,67,55.17,1461.75,1.80
Greedy Search,101802,78125,True,1.00,84,56.30,1218.12,1.80
Greedy Search,101802,70313,True,1.00,138,80.52,1096.32,1.80
Greedy Search,101802,66407,False,0.95,200,108.56,1035.42,1.80
Greedy Search,101802,68360,False,0.96,200,110.80,1065.87,1.80
Greedy Search,101802,69337,True,1.00,169,95.53,1081.10,1.80
Greedy Search,101802,68849,False,0.96,200,111.49,1073.49,1.80
Greedy Search,101802,69093,False,0.95,200,112.41,1077.30,1.80
Greedy Search,101802,69215,False,0.96,200,111.24,1079.20,1.80
Greedy Search,101802,69276,False,0.95,200,112.91,1080.15,1.80
Greedy Search,101802,69307,False,0.94,200,112.97,1080.63,1.80
Greedy Search,101802,69322,False,0.96,200,111.36,1080.87,1.80
Greedy Search,101802,69330,True,1.00,198,110.69,1080.99,1.80
Greedy Search,101802,69326,False,0.96,200,111.52,1080.93,1.80
Greedy Search,101802,69328,False,0.96,200,111.84,1080.96,1.80
Greedy Search,101802,69329,False,0.95,200,109.79,1080.98,1.80
Greedy Search,101803,1000000,True,1.00,75,668.97,15554.00,1.80
Greedy Search,101803,500000,True,1.00,84,364.88,7777.00,1.80
Greedy Search,101803,250000,True,1.00,76,164.81,3888.50,1.80
Greedy Search,101803,125000,True,1.00,69,75.07,1944.25,1.80
Greedy Search,101803,62500,False,0.92,200,105.21,972.12,1.80
Greedy Search,101803,93750,True,1.00,82,65.72,1458.19,1.80
Greedy Search,101803,78125,True,1.00,75,50.76,1215.16,1.80
Greedy Search,101803,70313,True,1.00,189,108.79,1093.65,1.80
Greedy Search,101803,66407,False,0.95,200,109.81,1032.89,1.80
Greedy Search,101803,68360,False,0.94,200,113.34,1063.27,1.80
Greedy Search,101803,69337,False,0.96,200,114.15,1078.47,1.80
Greedy Search,101803,69825,True,1.00,76,45.75,1086.06,1.80
Greedy Search,101803,69581,True,1.00,70,42.54,1082.26,1.80
Greedy Search,101803,69459,False,0.96,200,112.99,1080.37,1.80
Greedy Search,101803,69520,True,1.00,169,96.34,1081.31,1.80
Greedy Search,101803,69490,True,1.00,78,46.91,1080.85,1.80
Greedy Search,101803,69475,True,1.00,80,47.87,1080.61,1.80
Greedy Search,101803,69467,True,1.00,166,94.53,1080.49,1.80
Greedy Search,101803,69463,True,1.00,75,45.12,1080.43,1.80
Greedy Search,101803,69461,True,1.00,97,56.80,1080.40,1.80
Greedy Search,101803,69460,True,1.00,71,42.85,1080.38,1.80
Greedy Search,101804,1000000,True,1.00,59,535.80,15570.00,1.80
Greedy Search,101804,500000,True,1.00,83,350.13,7785.00,1.80
Greedy Search,101804,250000,True,1.00,82,173.25,3892.50,1.80
Greedy Search,101804,125000,True,1.00,76,81.22,1946.25,1.80
Greedy Search,101804,62500,False,0.92,200,103.53,973.12,1.80
Greedy Search,101804,93750,True,1.00,74,59.61,1459.69,1.80
Greedy Search,101804,78125,True,1.00,78,52.21,1216.41,1.80
Greedy Search,101804,70313,True,1.00,74,44.94,1094.77,1.80
Greedy Search,101804,66407,False,0.96,200,107.54,1033.96,1.80
Greedy Search,101804,68360,True,1.00,123,69.94,1064.37,1.80
Greedy Search,101804,67384,True,1.00,130,72.75,1049.17,1.80
Greedy Search,101804,66896,True,1.00,101,56.90,1041.57,1.80
Greedy Search,101804,66652,False,0.94,200,109.65,1037.77,1.80
Greedy Search,101804,66774,False,0.95,200,108.85,1039.67,1.80
Greedy Search,101804,66835,False,0.96,200,108.95,1040.62,1.80
Greedy Search,101804,66866,False,0.95,200,109.51,1041.10,1.80
Greedy Search,101804,66881,False,0.95,200,109.63,1041.34,1.80
Greedy Search,101804,66889,False,0.95,200,109.57,1041.46,1.80
Greedy Search,101804,66893,False,0.95,200,109.80,1041.52,1.80
Greedy Search,101804,66895,False,0.94,200,110.04,1041.56,1.80
Greedy Search,101900,1000000,True,1.00,85,776.90,15367.00,1.90
Greedy Search,101900,500000,True,1.00,74,331.81,7683.50,1.90
Greedy Search,101900,250000,True,1.00,83,183.94,3841.75,1.90
Greedy Search,101900,125000,True,1.00,80,88.53,1920.88,1.90
Greedy Search,101900,62500,False,0.89,200,109.34,960.44,1.90
Greedy Search,101900,93750,True,1.00,78,65.13,1440.66,1.90
Greedy Search,101900,78125,True,1.00,73,51.35,1200.55,1.90
Greedy Search,101900,70313,False,0.95,200,120.30,1080.50,1.90
Greedy Search,101900,74219,False,0.94,200,127.35,1140.52,1.90
Greedy Search,101900,76172,True,1.00,110,72.70,1170.54,1.90
Greedy Search,101900,75196,False,0.93,200,128.71,1155.54,1.90
Greedy Search,101900,75684,True,1.00,122,79.82,1163.04,1.90
Greedy Search,101900,75440,True,1.00,106,69.81,1159.29,1.90
Greedy Search,101900,75318,True,1.00,68,46.70,1157.41,1.90
Greedy Search,101900,75257,True,1.00,95,62.88,1156.47,1.90
Greedy Search,101900,75227,True,1.00,115,74.98,1156.01,1.90
Greedy Search,101900,75212,True,1.00,199,126.58,1155.78,1.90
Greedy Search,101900,75204,False,0.95,200,128.24,1155.66,1.90
Greedy Search,101900,75208,False,0.95,200,127.94,1155.72,1.90
Greedy Search,101900,75210,False,0.95,200,128.61,1155.75,1.90
Greedy Search,101900,75211,False,0.95,200,127.57,1155.77,1.90
Greedy Search,101901,1000000,True,1.00,73,685.66,15363.00,1.90
Greedy Search,101901,500000,True,1.00,72,334.31,7681.50,1.90
Greedy Search,101901,250000,True,1.00,75,172.18,3840.75,1.90
Greedy Search,101901,125000,True,1.00,78,89.12,1920.38,1.90
Greedy Search,101901,62500,False,0.91,200,111.18,960.19,1.90
Greedy Search,101901,93750,True,1.00,72,61.51,1440.28,1.90
Greedy Search,101901,78125,True,1.00,77,54.49,1200.23,1.90
Greedy Search,101901,70313,True,1.00,128,78.52,1080.22,1.90
Greedy Search,101901,66407,False,0.94,200,115.64,1020.21,1.90
Greedy Search,101901,68360,False,0.94,200,118.92,1050.21,1.90
Greedy Search,101901,69337,True,1.00,72,45.85,1065.22,1.90
Greedy Search,101901,68849,True,1.00,145,86.82,1057.73,1.90
Greedy Search,101901,68605,False,0.96,200,118.08,1053.98,1.90
Greedy Search,101901,68727,True,1.00,114,69.01,1055.85,1.90
Greedy Search,101901,68666,False,0.95,200,119.00,1054.92,1.90
Greedy Search,101901,68697,False,0.95,200,117.01,1055.39,1.90
Greedy Search,101901,68712,False,0.95,200,117.20,1055.62,1.90
Greedy Search,101901,68720,False,0.94,200,117.30,1055.75,1.90
Greedy Search,101901,68724,False,0.94,200,116.57,1055.81,1.90
Greedy Search,101901,68726,True,1.00,117,69.09,1055.84,1.90
Greedy Search,101901,68725,True,1.00,85,51.55,1055.82,1.90
Greedy Search,101902,1000000,True,1.00,70,658.64,15318.00,1.90
Greedy Search,101902,500000,True,1.00,65,303.14,7659.00,1.90
Greedy Search,101902,250000,True,1.00,72,164.19,3829.50,1.90
Greedy Search,101902,125000,True,1.00,71,80.91,1914.75,1.90
Greedy Search,101902,62500,False,0.89,200,110.58,957.38,1.90
Greedy Search,101902,93750,True,1.00,68,58.83,1436.06,1.90
Greedy Search,101902,78125,False,0.96,200,135.22,1196.72,1.90
Greedy Search,101902,85938,True,1.00,77,60.14,1316.40,1.90
Greedy Search,101902,82032,True,1.00,124,89.04,1256.57,1.90
Greedy Search,101902,80079,False,0.96,200,137.36,1226.65,1.90
Greedy Search,101902,81056,True,1.00,74,54.75,1241.62,1.90
Greedy Search,101902,80568,True,1.00,72,53.28,1234.14,1.90
Greedy Search,101902,80324,False,0.95,200,138.23,1230.40,1.90
Greedy Search,101902,80446,False,0.96,200,136.45,1232.27,1.90
Greedy Search,101902,80507,False,0.96,200,136.43,1233.21,1.90
Greedy Search,101902,80538,True,1.00,99,70.03,1233.68,1.90
Greedy Search,101902,80523,False,0.96,200,136.90,1233.45,1.90
Greedy Search,101902,80531,True,1.00,150,103.55,1233.57,1.90
Greedy Search,101902,80527,True,1.00,83,59.71,1233.51,1.90
Greedy Search,101902,80525,True,1.00,196,134.55,1233.48,1.90
Greedy Search,101902,80524,False,0.96,200,136.04,1233.47,1.90
Greedy Search,101903,1000000,True,1.00,78,709.70,15355.00,1.90
Greedy Search,101903,500000,True,1.00,71,319.66,7677.50,1.90
Greedy Search,101903,250000,True,1.00,74,163.89,3838.75,1.90
Greedy Search,101903,125000,True,1.00,69,77.08,1919.38,1.90
Greedy Search,101903,62500,False,0.91,200,107.34,959.69,1.90
Greedy Search,101903,93750,True,1.00,74,61.47,1439.53,1.90
Greedy Search,101903,78125,False,0.95,200,131.48,1199.61,1.90
Greedy Search,101903,85938,True,1.00,112,82.46,1319.58,1.90
Greedy Search,101903,82032,False,0.95,200,137.95,1259.60,1.90
Greedy Search,101903,83985,False,0.95,200,139.73,1289.59,1.90
Greedy Search,101903,84962,True,1.00,66,50.46,1304.59,1.90
Greedy Search,101903,84474,False,0.96,200,140.45,1297.10,1.90
Greedy Search,101903,84718,False,0.96,200,140.85,1300.84,1.90
Greedy Search,101903,84840,False,0.96,200,141.49,1302.72,1.90
Greedy Search,101903,84901,False,0.96,200,141.10,1303.65,1.90
Greedy Search,101903,84932,False,0.96,200,141.44,1304.13,1.90
Greedy Search,101903,84947,False,0.96,200,141.42,1304.36,1.90
Greedy Search,101903,84955,False,0.95,200,141.26,1304.48,1.90
Greedy Search,101903,84959,False,0.96,200,141.46,1304.55,1.90
Greedy Search,101903,84961,False,0.95,200,141.40,1304.58,1.90
Greedy Search,101904,1000000,True,1.00,73,653.48,15367.00,1.90
Greedy Search,101904,500000,True,1.00,72,319.29,7683.50,1.90
Greedy Search,101904,250000,True,1.00,70,155.01,3841.75,1.90
Greedy Search,101904,125000,True,1.00,60,68.07,1920.88,1.90
Greedy Search,101904,62500,False,0.89,200,108.01,960.44,1.90
Greedy Search,101904,93750,True,1.00,72,60.25,1440.66,1.90
Greedy Search,101904,78125,True,1.00,188,124.19,1200.55,1.90
Greedy Search,101904,70313,False,0.92,200,123.17,1080.50,1.90
Greedy Search,101904,74219,False,0.94,200,128.55,1140.52,1.90
Greedy Search,101904,76172,True,1.00,123,81.88,1170.54,1.90
Greedy Search,101904,75196,False,0.96,200,128.06,1155.54,1.90
Greedy Search,101904,75684,True,1.00,99,66.51,1163.04,1.90
Greedy Search,101904,75440,False,0.95,200,128.91,1159.29,1.90
Greedy Search,101904,75562,True,1.00,113,75.10,1161.16,1.90
Greedy Search,101904,75501,False,0.96,200,129.42,1160.22,1.90
Greedy Search,101904,75532,True,1.00,73,50.44,1160.70,1.90
Greedy Search,101904,75517,True,1.00,166,107.65,1160.47,1.90
Greedy Search,101904,75509,False,0.95,200,129.26,1160.35,1.90
Greedy Search,101904,75513,False,0.96,200,128.50,1160.41,1.90
Greedy Search,101904,75515,True,1.00,109,70.72,1160.44,1.90
Greedy Search,101904,75514,True,1.00,112,72.49,1160.42,1.90
Greedy Search,102000,1000000,True,1.00,76,729.86,15169.00,2.00
Greedy Search,102000,500000,True,1.00,66,310.74,7584.50,2.00
Greedy Search,102000,250000,True,1.00,75,172.73,3792.25,2.00
Greedy Search,102000,125000,True,1.00,74,85.57,1896.12,2.00
Greedy Search,102000,62500,False,0.84,200,115.98,948.06,2.00
Greedy Search,102000,93750,True,1.00,75,65.71,1422.09,2.00
Greedy Search,102000,78125,False,0.89,200,142.23,1185.08,2.00
Greedy Search,102000,85938,False,0.92,200,153.95,1303.59,2.00
Greedy Search,102000,89844,False,0.96,200,158.78,1362.84,2.00
Greedy Search,102000,91797,True,1.00,79,67.21,1392.47,2.00
Greedy Search,102000,90821,True,1.00,77,65.19,1377.66,2.00
Greedy Search,102000,90333,True,1.00,81,68.06,1370.26,2.00
Greedy Search,102000,90089,True,1.00,114,92.73,1366.56,2.00
Greedy Search,102000,89967,False,0.95,200,158.37,1364.71,2.00
Greedy Search,102000,90028,False,0.96,200,157.49,1365.63,2.00
Greedy Search,102000,90059,False,0.96,200,157.96,1366.10,2.00
Greedy Search,102000,90074,False,0.96,200,158.38,1366.33,2.00
Greedy Search,102000,90082,True,1.00,129,103.99,1366.45,2.00
Greedy Search,102000,90078,True,1.00,196,153.91,1366.39,2.00
Greedy Search,102000,90076,False,0.96,200,157.68,1366.36,2.00
Greedy Search,102000,90077,True,1.00,148,117.44,1366.38,2.00
Greedy Search,102001,1000000,True,1.00,68,644.80,15145.00,2.00
Greedy Search,102001,500000,True,1.00,67,318.65,7572.50,2.00
Greedy Search,102001,250000,True,1.00,51,123.46,3786.25,2.00
Greedy Search,102001,125000,True,1.00,76,87.22,1893.12,2.00
Greedy Search,102001,62500,False,0.86,200,113.44,946.56,2.00
Greedy Search,102001,93750,True,1.00,102,86.82,1419.84,2.00
Greedy Search,102001,78125,False,0.89,200,141.90,1183.20,2.00
Greedy Search,102001,85938,False,0.94,200,152.20,1301.53,2.00
Greedy Search,102001,89844,False,0.96,200,157.32,1360.69,2.00
Greedy Search,102001,91797,False,0.95,200,161.91,1390.27,2.00
Greedy Search,102001,92774,False,0.95,200,162.90,1405.06,2.00
Greedy Search,102001,93262,True,1.00,102,86.18,1412.45,2.00
Greedy Search,102001,93018,True,1.00,91,77.17,1408.76,2.00
Greedy Search,102001,92896,True,1.00,161,131.20,1406.91,2.00
Greedy Search,102001,92835,False,0.96,200,160.39,1405.99,2.00
Greedy Search,102001,92866,False,0.95,200,162.97,1406.46,2.00
Greedy Search,102001,92881,True,1.00,103,85.50,1406.68,2.00
Greedy Search,102001,92874,False,0.95,200,162.17,1406.58,2.00
Greedy Search,102001,92878,True,1.00,97,80.74,1406.64,2.00
Greedy Search,102001,92876,True,1.00,97,80.77,1406.61,2.00
Greedy Search,102001,92875,False,0.96,200,160.23,1406.59,2.00
Greedy Search,102002,1000000,True,1.00,76,724.52,15174.00,2.00
Greedy Search,102002,500000,True,1.00,80,369.95,7587.00,2.00
Greedy Search,102002,250000,True,1.00,70,161.52,3793.50,2.00
Greedy Search,102002,125000,True,1.00,62,73.69,1896.75,2.00
Greedy Search,102002,62500,False,0.83,200,114.91,948.38,2.00
Greedy Search,102002,93750,False,0.91,200,167.98,1422.56,2.00
Greedy Search,102002,109375,True,1.00,118,115.71,1659.66,2.00
Greedy Search,102002,101563,False,0.95,200,177.89,1541.12,2.00
Greedy Search,102002,105469,True,1.00,148,137.00,1600.39,2.00
Greedy Search,102002,103516,False,0.94,200,180.73,1570.75,2.00
Greedy Search,102002,104493,False,0.94,200,182.11,1585.58,2.00
Greedy Search,102002,104981,False,0.94,200,182.98,1592.98,2.00
Greedy Search,102002,105225,True,1.00,148,136.02,1596.68,2.00
Greedy Search,102002,105103,False,0.93,200,183.50,1594.83,2.00
Greedy Search,102002,105164,False,0.95,200,182.34,1595.76,2.00
Greedy Search,102002,105195,True,1.00,144,132.03,1596.23,2.00
Greedy Search,102002,105180,True,1.00,126,116.47,1596.00,2.00
Greedy Search,102002,105172,False,0.94,200,183.58,1595.88,2.00
Greedy Search,102002,105176,True,1.00,183,165.99,1595.94,2.00
Greedy Search,102002,105174,True,1.00,136,124.97,1595.91,2.00
Greedy Search,102002,105173,False,0.94,200,182.16,1595.90,2.00
Greedy Search,102003,1000000,True,1.00,81,758.62,15188.00,2.00
Greedy Search,102003,500000,True,1.00,90,407.29,7594.00,2.00
Greedy Search,102003,250000,True,1.00,65,150.57,3797.00,2.00
Greedy Search,102003,125000,True,1.00,67,77.55,1898.50,2.00
Greedy Search,102003,62500,False,0.83,200,113.28,949.25,2.00
Greedy Search,102003,93750,False,0.93,200,166.08,1423.88,2.00
Greedy Search,102003,109375,True,1.00,164,155.22,1661.19,2.00
Greedy Search,102003,101563,False,0.94,200,177.77,1542.54,2.00
Greedy Search,102003,105469,False,0.95,200,183.48,1601.86,2.00
Greedy Search,102003,107422,False,0.96,200,185.20,1631.53,2.00
Greedy Search,102003,108399,True,1.00,85,83.38,1646.36,2.00
Greedy Search,102003,107911,True,1.00,91,88.44,1638.95,2.00
Greedy Search,102003,107667,True,1.00,126,118.95,1635.25,2.00
Greedy Search,102003,107545,True,1.00,115,108.93,1633.39,2.00
Greedy Search,102003,107484,False,0.95,200,186.30,1632.47,2.00
Greedy Search,102003,107515,False,0.96,200,184.63,1632.94,2.00
Greedy Search,102003,107530,False,0.95,200,183.86,1633.17,2.00
Greedy Search,102003,107538,False,0.95,200,182.86,1633.29,2.00
Greedy Search,102003,107542,True,1.00,108,102.05,1633.35,2.00
Greedy Search,102003,107540,True,1.00,108,101.50,1633.32,2.00
Greedy Search,102003,107539,True,1.00,73,71.31,1633.30,2.00
Greedy Search,102004,1000000,True,1.00,76,711.08,15172.00,2.00
Greedy Search,102004,500000,True,1.00,81,374.10,7586.00,2.00
Greedy Search,102004,250000,True,1.00,72,167.57,3793.00,2.00
Greedy Search,102004,125000,True,1.00,82,94.64,1896.50,2.00
Greedy Search,102004,62500,False,0.83,200,115.87,948.25,2.00
Greedy Search,102004,93750,False,0.95,200,167.41,1422.38,2.00
Greedy Search,102004,109375,True,1.00,70,72.28,1659.44,2.00
Greedy Search,102004,101563,True,1.00,73,69.80,1540.91,2.00
Greedy Search,102004,97657,True,1.00,131,115.26,1481.65,2.00
Greedy Search,102004,95704,True,1.00,101,88.83,1452.02,2.00
Greedy Search,102004,94727,False,0.95,200,167.10,1437.20,2.00
Greedy Search,102004,95216,True,1.00,114,97.57,1444.62,2.00
Greedy Search,102004,94972,False,0.93,200,168.54,1440.92,2.00
Greedy Search,102004,95094,False,0.95,200,167.42,1442.77,2.00
Greedy Search,102004,95155,False,0.94,200,168.72,1443.69,2.00
Greedy Search,102004,95186,True,1.00,141,119.89,1444.16,2.00
Greedy Search,102004,95171,False,0.95,200,165.37,1443.93,2.00
Greedy Search,102004,95179,False,0.94,200,165.81,1444.06,2.00
Greedy Search,102004,95183,True,1.00,145,120.33,1444.12,2.00
Greedy Search,102004,95181,False,0.95,200,164.47,1444.09,2.00
Greedy Search,102004,95182,False,0.95,200,164.93,1444.10,2.00
